"Year","Area_type","Area_code","Area_description","Ethnic_group_total_responses_code","Ethnic_group_total_responses_description","Census_usually_resident_population_count","Ethnic_group_total_responses_percent"
2018,"Statistical Area 2","178100","Dinsdale South","5","Middle Eastern/Latin American/African","42","  1.1"
2018,"Statistical Area 2","178100","Dinsdale South","6","Other ethnicity","66","  1.7"
2018,"Statistical Area 2","178100","Dinsdale South","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178100","Dinsdale South","Total","Total","3966",".."
2018,"Statistical Area 2","178100","Dinsdale South","Total stated","Total stated","3966","100.0"
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","1","European","2412"," 55.0"
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","2","Maori","1854"," 42.3"
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","3","Pacific peoples","474"," 10.8"
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","4","Asian","336","  7.7"
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","5","Middle Eastern/Latin American/African","138","  3.1"
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","6","Other ethnicity","54","  1.2"
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","Total","Total","4383",".."
2018,"Statistical Area 2","178200","Fairfield (Hamilton City)","Total stated","Total stated","4383","100.0"
2018,"Statistical Area 2","178300","Whitiora","1","European","1203"," 47.4"
2018,"Statistical Area 2","178300","Whitiora","2","Maori","495"," 19.5"
2018,"Statistical Area 2","178300","Whitiora","3","Pacific peoples","120","  4.7"
2018,"Statistical Area 2","178300","Whitiora","4","Asian","876"," 34.5"
2018,"Statistical Area 2","178300","Whitiora","5","Middle Eastern/Latin American/African","96","  3.8"
2018,"Statistical Area 2","178300","Whitiora","6","Other ethnicity","27","  1.1"
2018,"Statistical Area 2","178300","Whitiora","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178300","Whitiora","Total","Total","2538",".."
2018,"Statistical Area 2","178300","Whitiora","Total stated","Total stated","2538","100.0"
2018,"Statistical Area 2","178400","Enderley North","1","European","1059"," 42.0"
2018,"Statistical Area 2","178400","Enderley North","2","Maori","1227"," 48.6"
2018,"Statistical Area 2","178400","Enderley North","3","Pacific peoples","363"," 14.4"
2018,"Statistical Area 2","178400","Enderley North","4","Asian","222","  8.8"
2018,"Statistical Area 2","178400","Enderley North","5","Middle Eastern/Latin American/African","87","  3.4"
2018,"Statistical Area 2","178400","Enderley North","6","Other ethnicity","18","  0.7"
2018,"Statistical Area 2","178400","Enderley North","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178400","Enderley North","Total","Total","2523",".."
2018,"Statistical Area 2","178400","Enderley North","Total stated","Total stated","2523","100.0"
2018,"Statistical Area 2","178500","Fairview Downs","1","European","1959"," 61.2"
2018,"Statistical Area 2","178500","Fairview Downs","2","Maori","978"," 30.6"
2018,"Statistical Area 2","178500","Fairview Downs","3","Pacific peoples","231","  7.2"
2018,"Statistical Area 2","178500","Fairview Downs","4","Asian","405"," 12.7"
2018,"Statistical Area 2","178500","Fairview Downs","5","Middle Eastern/Latin American/African","102","  3.2"
2018,"Statistical Area 2","178500","Fairview Downs","6","Other ethnicity","30","  0.9"
2018,"Statistical Area 2","178500","Fairview Downs","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178500","Fairview Downs","Total","Total","3201",".."
2018,"Statistical Area 2","178500","Fairview Downs","Total stated","Total stated","3201","100.0"
2018,"Statistical Area 2","178600","Temple View","1","European","675"," 57.0"
2018,"Statistical Area 2","178600","Temple View","2","Maori","789"," 66.6"
2018,"Statistical Area 2","178600","Temple View","3","Pacific peoples","255"," 21.5"
2018,"Statistical Area 2","178600","Temple View","4","Asian","87","  7.3"
2018,"Statistical Area 2","178600","Temple View","5","Middle Eastern/Latin American/African","9","  0.8"
2018,"Statistical Area 2","178600","Temple View","6","Other ethnicity","12","  1.0"
2018,"Statistical Area 2","178600","Temple View","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178600","Temple View","Total","Total","1185",".."
2018,"Statistical Area 2","178600","Temple View","Total stated","Total stated","1185","100.0"
2018,"Statistical Area 2","178700","Swarbrick","1","European","1173"," 48.9"
2018,"Statistical Area 2","178700","Swarbrick","2","Maori","825"," 34.4"
2018,"Statistical Area 2","178700","Swarbrick","3","Pacific peoples","213","  8.9"
2018,"Statistical Area 2","178700","Swarbrick","4","Asian","558"," 23.2"
2018,"Statistical Area 2","178700","Swarbrick","5","Middle Eastern/Latin American/African","69","  2.9"
2018,"Statistical Area 2","178700","Swarbrick","6","Other ethnicity","24","  1.0"
2018,"Statistical Area 2","178700","Swarbrick","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178700","Swarbrick","Total","Total","2400",".."
2018,"Statistical Area 2","178700","Swarbrick","Total stated","Total stated","2400","100.0"
2018,"Statistical Area 2","178800","Kahikatea","1","European","1995"," 57.6"
2018,"Statistical Area 2","178800","Kahikatea","2","Maori","1356"," 39.1"
2018,"Statistical Area 2","178800","Kahikatea","3","Pacific peoples","363"," 10.5"
2018,"Statistical Area 2","178800","Kahikatea","4","Asian","444"," 12.8"
2018,"Statistical Area 2","178800","Kahikatea","5","Middle Eastern/Latin American/African","39","  1.1"
2018,"Statistical Area 2","178800","Kahikatea","6","Other ethnicity","45","  1.3"
2018,"Statistical Area 2","178800","Kahikatea","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178800","Kahikatea","Total","Total","3465",".."
2018,"Statistical Area 2","178800","Kahikatea","Total stated","Total stated","3465","100.0"
2018,"Statistical Area 2","178900","Frankton Junction","1","European","351"," 54.9"
2018,"Statistical Area 2","178900","Frankton Junction","2","Maori","144"," 22.5"
2018,"Statistical Area 2","178900","Frankton Junction","3","Pacific peoples","69"," 10.8"
2018,"Statistical Area 2","178900","Frankton Junction","4","Asian","150"," 23.5"
2018,"Statistical Area 2","178900","Frankton Junction","5","Middle Eastern/Latin American/African","6","  0.9"
2018,"Statistical Area 2","178900","Frankton Junction","6","Other ethnicity","12","  1.9"
2018,"Statistical Area 2","178900","Frankton Junction","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","178900","Frankton Junction","Total","Total","639",".."
2018,"Statistical Area 2","178900","Frankton Junction","Total stated","Total stated","639","100.0"
2018,"Statistical Area 2","179000","Kirikiriroa","1","European","111"," 41.6"
2018,"Statistical Area 2","179000","Kirikiriroa","2","Maori","72"," 27.0"
2018,"Statistical Area 2","179000","Kirikiriroa","3","Pacific peoples","15","  5.6"
2018,"Statistical Area 2","179000","Kirikiriroa","4","Asian","96"," 36.0"
2018,"Statistical Area 2","179000","Kirikiriroa","5","Middle Eastern/Latin American/African","6","  2.2"
2018,"Statistical Area 2","179000","Kirikiriroa","6","Other ethnicity","3","  1.1"
2018,"Statistical Area 2","179000","Kirikiriroa","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179000","Kirikiriroa","Total","Total","267",".."
2018,"Statistical Area 2","179000","Kirikiriroa","Total stated","Total stated","267","100.0"
2018,"Statistical Area 2","179100","Enderley South","1","European","1191"," 43.5"
2018,"Statistical Area 2","179100","Enderley South","2","Maori","1233"," 45.1"
2018,"Statistical Area 2","179100","Enderley South","3","Pacific peoples","318"," 11.6"
2018,"Statistical Area 2","179100","Enderley South","4","Asian","372"," 13.6"
2018,"Statistical Area 2","179100","Enderley South","5","Middle Eastern/Latin American/African","63","  2.3"
2018,"Statistical Area 2","179100","Enderley South","6","Other ethnicity","27","  1.0"
2018,"Statistical Area 2","179100","Enderley South","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179100","Enderley South","Total","Total","2736",".."
2018,"Statistical Area 2","179100","Enderley South","Total stated","Total stated","2736","100.0"
2018,"Statistical Area 2","179200","Ruakura","1","European","708"," 61.1"
2018,"Statistical Area 2","179200","Ruakura","2","Maori","159"," 13.7"
2018,"Statistical Area 2","179200","Ruakura","3","Pacific peoples","63","  5.4"
2018,"Statistical Area 2","179200","Ruakura","4","Asian","315"," 27.2"
2018,"Statistical Area 2","179200","Ruakura","5","Middle Eastern/Latin American/African","42","  3.6"
2018,"Statistical Area 2","179200","Ruakura","6","Other ethnicity","9","  0.8"
2018,"Statistical Area 2","179200","Ruakura","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179200","Ruakura","Total","Total","1158",".."
2018,"Statistical Area 2","179200","Ruakura","Total stated","Total stated","1158","100.0"
2018,"Statistical Area 2","179300","Claudelands","1","European","1854"," 60.6"
2018,"Statistical Area 2","179300","Claudelands","2","Maori","645"," 21.1"
2018,"Statistical Area 2","179300","Claudelands","3","Pacific peoples","156","  5.1"
2018,"Statistical Area 2","179300","Claudelands","4","Asian","687"," 22.5"
2018,"Statistical Area 2","179300","Claudelands","5","Middle Eastern/Latin American/African","75","  2.5"
2018,"Statistical Area 2","179300","Claudelands","6","Other ethnicity","60","  2.0"
2018,"Statistical Area 2","179300","Claudelands","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179300","Claudelands","Total","Total","3057",".."
2018,"Statistical Area 2","179300","Claudelands","Total stated","Total stated","3057","100.0"
2018,"Statistical Area 2","179400","Hamilton Central","1","European","465"," 58.3"
2018,"Statistical Area 2","179400","Hamilton Central","2","Maori","138"," 17.3"
2018,"Statistical Area 2","179400","Hamilton Central","3","Pacific peoples","33","  4.1"
2018,"Statistical Area 2","179400","Hamilton Central","4","Asian","213"," 26.7"
2018,"Statistical Area 2","179400","Hamilton Central","5","Middle Eastern/Latin American/African","33","  4.1"
2018,"Statistical Area 2","179400","Hamilton Central","6","Other ethnicity","12","  1.5"
2018,"Statistical Area 2","179400","Hamilton Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179400","Hamilton Central","Total","Total","798",".."
2018,"Statistical Area 2","179400","Hamilton Central","Total stated","Total stated","798","100.0"
2018,"Statistical Area 2","179500","Hamilton Lake","1","European","2292"," 65.8"
2018,"Statistical Area 2","179500","Hamilton Lake","2","Maori","654"," 18.8"
2018,"Statistical Area 2","179500","Hamilton Lake","3","Pacific peoples","159","  4.6"
2018,"Statistical Area 2","179500","Hamilton Lake","4","Asian","732"," 21.0"
2018,"Statistical Area 2","179500","Hamilton Lake","5","Middle Eastern/Latin American/African","72","  2.1"
2018,"Statistical Area 2","179500","Hamilton Lake","6","Other ethnicity","39","  1.1"
2018,"Statistical Area 2","179500","Hamilton Lake","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179500","Hamilton Lake","Total","Total","3483",".."
2018,"Statistical Area 2","179500","Hamilton Lake","Total stated","Total stated","3483","100.0"
2018,"Statistical Area 2","179600","Peachgrove","1","European","2391"," 65.1"
2018,"Statistical Area 2","179600","Peachgrove","2","Maori","732"," 19.9"
2018,"Statistical Area 2","179600","Peachgrove","3","Pacific peoples","216","  5.9"
2018,"Statistical Area 2","179600","Peachgrove","4","Asian","693"," 18.9"
2018,"Statistical Area 2","179600","Peachgrove","5","Middle Eastern/Latin American/African","114","  3.1"
2018,"Statistical Area 2","179600","Peachgrove","6","Other ethnicity","51","  1.4"
2018,"Statistical Area 2","179600","Peachgrove","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179600","Peachgrove","Total","Total","3675",".."
2018,"Statistical Area 2","179600","Peachgrove","Total stated","Total stated","3675","100.0"
2018,"Statistical Area 2","179700","Hamilton East Village","1","European","1845"," 57.6"
2018,"Statistical Area 2","179700","Hamilton East Village","2","Maori","585"," 18.3"
2018,"Statistical Area 2","179700","Hamilton East Village","3","Pacific peoples","162","  5.1"
2018,"Statistical Area 2","179700","Hamilton East Village","4","Asian","876"," 27.3"
2018,"Statistical Area 2","179700","Hamilton East Village","5","Middle Eastern/Latin American/African","69","  2.2"
2018,"Statistical Area 2","179700","Hamilton East Village","6","Other ethnicity","54","  1.7"
2018,"Statistical Area 2","179700","Hamilton East Village","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179700","Hamilton East Village","Total","Total","3204",".."
2018,"Statistical Area 2","179700","Hamilton East Village","Total stated","Total stated","3204","100.0"
2018,"Statistical Area 2","179800","Hamilton West","1","European","1011"," 60.5"
2018,"Statistical Area 2","179800","Hamilton West","2","Maori","309"," 18.5"
2018,"Statistical Area 2","179800","Hamilton West","3","Pacific peoples","69","  4.1"
2018,"Statistical Area 2","179800","Hamilton West","4","Asian","450"," 26.9"
2018,"Statistical Area 2","179800","Hamilton West","5","Middle Eastern/Latin American/African","27","  1.6"
2018,"Statistical Area 2","179800","Hamilton West","6","Other ethnicity","21","  1.3"
2018,"Statistical Area 2","179800","Hamilton West","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179800","Hamilton West","Total","Total","1671",".."
2018,"Statistical Area 2","179800","Hamilton West","Total stated","Total stated","1671","100.0"
2018,"Statistical Area 2","179900","Greensboro","1","European","1842"," 48.5"
2018,"Statistical Area 2","179900","Greensboro","2","Maori","804"," 21.2"
2018,"Statistical Area 2","179900","Greensboro","3","Pacific peoples","402"," 10.6"
2018,"Statistical Area 2","179900","Greensboro","4","Asian","1035"," 27.3"
2018,"Statistical Area 2","179900","Greensboro","5","Middle Eastern/Latin American/African","213","  5.6"
2018,"Statistical Area 2","179900","Greensboro","6","Other ethnicity","42","  1.1"
2018,"Statistical Area 2","179900","Greensboro","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","179900","Greensboro","Total","Total","3795",".."
2018,"Statistical Area 2","179900","Greensboro","Total stated","Total stated","3795","100.0"
2018,"Statistical Area 2","180000","Hamilton East Cook","1","European","1215"," 59.4"
2018,"Statistical Area 2","180000","Hamilton East Cook","2","Maori","570"," 27.9"
2018,"Statistical Area 2","180000","Hamilton East Cook","3","Pacific peoples","195","  9.5"
2018,"Statistical Area 2","180000","Hamilton East Cook","4","Asian","333"," 16.3"
2018,"Statistical Area 2","180000","Hamilton East Cook","5","Middle Eastern/Latin American/African","93","  4.5"
2018,"Statistical Area 2","180000","Hamilton East Cook","6","Other ethnicity","24","  1.2"
2018,"Statistical Area 2","180000","Hamilton East Cook","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","180000","Hamilton East Cook","Total","Total","2046",".."
2018,"Statistical Area 2","180000","Hamilton East Cook","Total stated","Total stated","2046","100.0"
