Statistical area 2 code (2018 areas),Statistical area 2 description,Territorial authority code (2018 areas) ,Territorial authority description,Local board code (2018 areas),Local board description,Ward code (2018 areas),Ward description,District health board code (2015 areas),District health board description,Regional council code (2018 areas) ,Regional council description
219900,Douglas,034,Stratford District,..,..,03401,Stratford Rural Ward,09,Taranaki,07,Taranaki Region
220200,Whangamomona,034,Stratford District,..,..,03401,Stratford Rural Ward,09,Taranaki,08,Manawatu-Wanganui Region
219800,Pembroke,034,Stratford District,..,..,03401,Stratford Rural Ward,09,Taranaki,07,Taranaki Region
220000,Toko,034,Stratford District,..,..,03401,Stratford Rural Ward,09,Taranaki,07,Taranaki Region
220100,Stratford North,034,Stratford District,..,..,03402,Stratford Urban Ward,09,Taranaki,07,Taranaki Region
220300,Stratford Central,034,Stratford District,..,..,03402,Stratford Urban Ward,09,Taranaki,07,Taranaki Region
220400,Stratford South,034,Stratford District,..,..,03402,Stratford Urban Ward,09,Taranaki,07,Taranaki Region
220500,Cape Egmont,035,South Taranaki District,..,..,03501,Egmont Plains Ward,09,Taranaki,07,Taranaki Region
220600,Taungatara,035,South Taranaki District,..,..,03501,Egmont Plains Ward,09,Taranaki,07,Taranaki Region
220800,Kaponga-Mangatoki,035,South Taranaki District,..,..,03502,Eltham Ward,09,Taranaki,07,Taranaki Region
221200,Te Roti-Moeroa,035,South Taranaki District,..,..,03502,Eltham Ward,09,Taranaki,07,Taranaki Region
221000,Eltham,035,South Taranaki District,..,..,03502,Eltham Ward,09,Taranaki,07,Taranaki Region
222000,Mangawhio,035,South Taranaki District,..,..,03505,Patea Ward,09,Taranaki,07,Taranaki Region
220700,Opunake,035,South Taranaki District,..,..,03501,Egmont Plains Ward,09,Taranaki,07,Taranaki Region
220900,Manaia-Kapuni,035,South Taranaki District,..,..,03501,Egmont Plains Ward,09,Taranaki,07,Taranaki Region
221100,Okaiawa,035,South Taranaki District,..,..,03503,Tangahoe Ward,09,Taranaki,07,Taranaki Region
221100,Okaiawa,035,South Taranaki District,..,..,03504,Hawera-Normanby Ward,09,Taranaki,07,Taranaki Region
221400,Normanby-Tawhiti,035,South Taranaki District,..,..,03504,Hawera-Normanby Ward,09,Taranaki,07,Taranaki Region
221400,Normanby-Tawhiti,035,South Taranaki District,..,..,03503,Tangahoe Ward,09,Taranaki,07,Taranaki Region
221500,Ohangai,035,South Taranaki District,..,..,03503,Tangahoe Ward,09,Taranaki,07,Taranaki Region
221300,Egmont Showgrounds,035,South Taranaki District,..,..,03503,Tangahoe Ward,09,Taranaki,07,Taranaki Region
221300,Egmont Showgrounds,035,South Taranaki District,..,..,03504,Hawera-Normanby Ward,09,Taranaki,07,Taranaki Region
221800,Ramanui,035,South Taranaki District,..,..,03504,Hawera-Normanby Ward,09,Taranaki,07,Taranaki Region
221800,Ramanui,035,South Taranaki District,..,..,03503,Tangahoe Ward,09,Taranaki,07,Taranaki Region
221600,Turuturu,035,South Taranaki District,..,..,03504,Hawera-Normanby Ward,09,Taranaki,07,Taranaki Region
221700,King Edward Park,035,South Taranaki District,..,..,03504,Hawera-Normanby Ward,09,Taranaki,07,Taranaki Region
221900,Hawera Central,035,South Taranaki District,..,..,03504,Hawera-Normanby Ward,09,Taranaki,07,Taranaki Region
221600,Turuturu,035,South Taranaki District,..,..,03503,Tangahoe Ward,09,Taranaki,07,Taranaki Region
222100,Manutahi-Waitotora,035,South Taranaki District,..,..,03505,Patea Ward,09,Taranaki,07,Taranaki Region
222200,Patea,035,South Taranaki District,..,..,03505,Patea Ward,09,Taranaki,07,Taranaki Region
222300,Otangiwai-Ohura,036,Ruapehu District,..,..,03601,Ohura Ward,05,Waikato,08,Manawatu-Wanganui Region
222400,Ngapuke,036,Ruapehu District,..,..,03602,Taumarunui Ward,05,Waikato,08,Manawatu-Wanganui Region
222500,Taumarunui North,036,Ruapehu District,..,..,03602,Taumarunui Ward,05,Waikato,08,Manawatu-Wanganui Region
222600,Taumarunui Central,036,Ruapehu District,..,..,03602,Taumarunui Ward,05,Waikato,08,Manawatu-Wanganui Region
222800,National Park,036,Ruapehu District,..,..,03603,National Park Ward,05,Waikato,08,Manawatu-Wanganui Region
222700,Taumarunui East,036,Ruapehu District,..,..,03602,Taumarunui Ward,05,Waikato,08,Manawatu-Wanganui Region
222900,Tangiwai,036,Ruapehu District,..,..,03604,Waimarino-Waiouru Ward,11,Whanganui,08,Manawatu-Wanganui Region
223100,Ohakune,036,Ruapehu District,..,..,03604,Waimarino-Waiouru Ward,11,Whanganui,08,Manawatu-Wanganui Region
223000,Raetihi,036,Ruapehu District,..,..,03604,Waimarino-Waiouru Ward,11,Whanganui,08,Manawatu-Wanganui Region
223200,Waiouru,036,Ruapehu District,..,..,03604,Waimarino-Waiouru Ward,11,Whanganui,08,Manawatu-Wanganui Region
223300,Upper Whanganui,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
223400,Mowhanau,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
223500,Brunswick-Papaiti,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225600,Kaitoke-Fordell,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
223600,Castlecliff West,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
223800,Castlecliff East,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224300,Titoki,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
223700,Otamatea (Whanganui District),037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
223900,Springvale North,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224400,Springvale West,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225200,Gonville West,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224700,Balgownie,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224200,St Johns Hill West,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224500,Springvale East,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225300,Gonville North,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225800,Gonville South,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224100,St Johns Hill East,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224800,Laird Park,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225000,College Estate,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225700,Whanganui Central,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224000,Lower Aramoho,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225400,Cornmarket,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
226000,Putiki,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224900,Wembley Park,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225100,Whanganui East-Williams Domain,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225500,Whanganui East-Riverlands,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
225900,Bastia-Durie Hill,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
224600,Upper Aramoho,037,Whanganui District,..,..,03799,Area Outside Ward,11,Whanganui,08,Manawatu-Wanganui Region
226100,Mokai Patea,038,Rangitikei District,..,..,03801,Taihape Ward,11,Whanganui,08,Manawatu-Wanganui Region
226200,Ngamatea,038,Rangitikei District,..,..,03801,Taihape Ward,11,Whanganui,06,Hawke's Bay Region
226500,Taihape,038,Rangitikei District,..,..,03801,Taihape Ward,11,Whanganui,08,Manawatu-Wanganui Region
226400,Otairi,038,Rangitikei District,..,..,03802,Hunterville Ward,11,Whanganui,08,Manawatu-Wanganui Region
226300,Turakina,038,Rangitikei District,..,..,03805,Turakina Ward,11,Whanganui,08,Manawatu-Wanganui Region
226300,Turakina,038,Rangitikei District,..,..,03802,Hunterville Ward,11,Whanganui,08,Manawatu-Wanganui Region
226600,Marton Rural,038,Rangitikei District,..,..,03804,Marton Ward,11,Whanganui,08,Manawatu-Wanganui Region
226800,Parewanui,038,Rangitikei District,..,..,03803,Bulls Ward,11,Whanganui,08,Manawatu-Wanganui Region
226700,Marton North,038,Rangitikei District,..,..,03804,Marton Ward,11,Whanganui,08,Manawatu-Wanganui Region
226900,Marton South,038,Rangitikei District,..,..,03804,Marton Ward,11,Whanganui,08,Manawatu-Wanganui Region
227000,Bulls,038,Rangitikei District,..,..,03803,Bulls Ward,11,Whanganui,08,Manawatu-Wanganui Region
227100,Kiwitea,039,Manawatu District,..,..,03901,Northern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
227600,Pohangina-Apiti,039,Manawatu District,..,..,03901,Northern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
227200,Tokorangi,039,Manawatu District,..,..,03901,Northern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
227300,Ohakea-Sanson,039,Manawatu District,..,..,03902,Southern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
227500,Awahuri,039,Manawatu District,..,..,03902,Southern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
227500,Awahuri,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
228000,Sandon,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
227700,Mount Taylor,039,Manawatu District,..,..,03901,Northern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
227700,Mount Taylor,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
227900,Makino,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
228100,Kimbolton North,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
228700,Taonui,039,Manawatu District,..,..,03901,Northern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
227400,Oroua Downs,039,Manawatu District,..,..,03902,Southern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
227800,Taikorea,039,Manawatu District,..,..,03902,Southern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
228600,Kauwhata,039,Manawatu District,..,..,03902,Southern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
228200,Warwick,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
228300,Kimbolton West,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
228400,Feilding Central,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
228500,Kimbolton South,039,Manawatu District,..,..,03903,Feilding Ward,12,MidCentral,08,Manawatu-Wanganui Region
228400,Feilding Central,039,Manawatu District,..,..,03902,Southern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
228400,Feilding Central,039,Manawatu District,..,..,03901,Northern Manawatu Rural Ward,12,MidCentral,08,Manawatu-Wanganui Region
228800,Newbury,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
228900,Palmerston North Airport,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229400,Whakarongo,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232600,Aokautere Rural,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232200,Ashhurst,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232500,Pihauatua,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229500,Westbrook,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229700,Pioneer West,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230000,Park West,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229100,Cloverlea (Palmerston North City),040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229900,Highbury East,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230700,Awapuni North ,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231300,Awapuni South ,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230900,Maraetarata,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229600,Takaro North,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230100,Takaro South,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229200,Tremaine,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229000,Milson North,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229300,Milson South,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230600,Palmerston North Central,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231600,Esplanade,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231200,West End,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231900,Turitea,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
229800,Palmerston North Hospital,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230500,Papaioea North,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231000,Papaioea South,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231400,Milverton,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231700,Hokowhitu Central,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232700,Poutoa,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230200,Roslyn (Palmerston North City),040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230800,Terrace End,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231800,Hokowhitu East,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232000,Ruahine,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230300,Kelvin Grove West,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231500,Ruamahanga,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232300,Hokowhitu South,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
230400,Kelvin Grove North,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
231100,Royal Oak (Palmerston North City),040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232400,Aokautere,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232100,Linton Camp,040,Palmerston North City,..,..,04099,Area Outside Ward,12,MidCentral,08,Manawatu-Wanganui Region
232800,Norsewood,041,Tararua District,..,..,04101,North Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233400,Waitahora,041,Tararua District,..,..,04101,North Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
232900,Papatawa,041,Tararua District,..,..,04101,North Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233200,Dannevirke West,041,Tararua District,..,..,04101,North Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233300,Dannevirke East,041,Tararua District,..,..,04101,North Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233000,Mangatainoka,041,Tararua District,..,..,04102,South Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233100,Woodville,041,Tararua District,..,..,04102,South Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233500,Kaitawa,041,Tararua District,..,..,04102,South Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233800,Owhanga,041,Tararua District,..,..,04101,North Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233900,Mara,041,Tararua District,..,..,04101,North Tararua Ward,12,MidCentral,09,Wellington Region
233600,Pahiatua,041,Tararua District,..,..,04102,South Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
233700,Nireaha-Eketahuna,041,Tararua District,..,..,04102,South Tararua Ward,12,MidCentral,08,Manawatu-Wanganui Region
234000,Kere Kere,042,Horowhenua District,..,..,04201,Kere Kere Ward,12,MidCentral,08,Manawatu-Wanganui Region
234100,Foxton Beach,042,Horowhenua District,..,..,04201,Kere Kere Ward,12,MidCentral,08,Manawatu-Wanganui Region
234200,Foxton North,042,Horowhenua District,..,..,04201,Kere Kere Ward,12,MidCentral,08,Manawatu-Wanganui Region
234300,Foxton South,042,Horowhenua District,..,..,04201,Kere Kere Ward,12,MidCentral,08,Manawatu-Wanganui Region
234600,Miranui,042,Horowhenua District,..,..,04202,Miranui Ward,12,MidCentral,08,Manawatu-Wanganui Region
234400,Waitarere,042,Horowhenua District,..,..,04204,Waiopehu Ward,12,MidCentral,08,Manawatu-Wanganui Region
234400,Waitarere,042,Horowhenua District,..,..,04203,Levin Ward,12,MidCentral,08,Manawatu-Wanganui Region
236000,Makahika,042,Horowhenua District,..,..,04204,Waiopehu Ward,12,MidCentral,08,Manawatu-Wanganui Region
235400,Shannon,042,Horowhenua District,..,..,04202,Miranui Ward,12,MidCentral,08,Manawatu-Wanganui Region
234500,Waikawa (Horowhenua District),042,Horowhenua District,..,..,04204,Waiopehu Ward,12,MidCentral,08,Manawatu-Wanganui Region
234800,Ohau-Manakau,042,Horowhenua District,..,..,04204,Waiopehu Ward,12,MidCentral,08,Manawatu-Wanganui Region
236100,Kimberley,042,Horowhenua District,..,..,04204,Waiopehu Ward,12,MidCentral,08,Manawatu-Wanganui Region
235300,Tararua,042,Horowhenua District,..,..,04203,Levin Ward,12,MidCentral,08,Manawatu-Wanganui Region
235300,Tararua,042,Horowhenua District,..,..,04204,Waiopehu Ward,12,MidCentral,08,Manawatu-Wanganui Region
234700,Donnelly Park,042,Horowhenua District,..,..,04203,Levin Ward,12,MidCentral,08,Manawatu-Wanganui Region
235000,Makomako,042,Horowhenua District,..,..,04203,Levin Ward,12,MidCentral,08,Manawatu-Wanganui Region
234900,Kawiu South,042,Horowhenua District,..,..,04203,Levin Ward,12,MidCentral,08,Manawatu-Wanganui Region
235200,Levin Central,042,Horowhenua District,..,..,04203,Levin Ward,12,MidCentral,08,Manawatu-Wanganui Region
